States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year
Daman & Diu,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,6.4 - in Other Places,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7 - Cruelty by Husband or his Relatives (Section 498A),2014,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,11,1,0,0,12,0,8,0,0,0,0,8,8,4
Daman & Diu,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,6,0,8,8,8,0,0,0,0,0,0,5,3,8,0,8,6,0,8,0,0,8,0,0,0,0,0,0,0,0,8
Daman & Diu,14.1 - Under ITP Section 5,2014,6,0,8,8,8,0,0,0,0,0,0,5,3,8,0,8,6,0,8,0,0,8,0,0,0,0,0,0,0,0,8
Daman & Diu,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,15 - Total Crimes against Women,2014,10,0,15,15,19,0,0,0,0,0,0,9,5,14,0,14,11,22,14,0,0,36,0,11,0,1,1,0,10,10,25
Delhi UT,1 - Rape (Section 376 IPC),2014,498,36,2060,2096,2102,0,0,15,12,22,0,1271,565,1836,20,1890,689,2945,1836,0,0,4781,2,774,19,248,267,49,458,507,4005
Delhi UT,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,1.2 - Rape other than Custodial,2014,498,36,2060,2096,2102,0,0,15,12,22,0,1271,565,1836,20,1890,689,2945,1836,0,0,4781,2,774,19,248,267,49,458,507,4005
Delhi UT,1.2.1 - Rape_Gang Rape,2014,7,0,147,147,147,0,0,1,0,0,0,81,5,86,1,87,66,12,86,0,0,98,0,27,0,9,9,4,14,18,71
Delhi UT,1.2.2 - Rape_Others,2014,491,36,1913,1949,1955,0,0,14,12,22,0,1190,560,1750,19,1803,623,2933,1750,0,0,4683,2,747,19,239,258,45,444,489,3934
Delhi UT,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,11,0,70,70,70,0,0,0,0,1,0,54,9,63,1,65,16,11,63,0,0,74,0,9,0,4,4,0,5,5,65
Delhi UT,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,1936,0,4034,4034,4227,0,0,4,497,643,0,198,129,327,755,2222,3744,1314,327,0,0,1641,0,205,1,47,48,1,156,157,1436
Delhi UT,3.1 - Kidnaping & Abduction Section 363 IPC,2014,1812,0,3731,3731,3905,0,0,4,483,606,0,182,118,300,726,2115,3424,1235,300,0,0,1535,0,188,1,41,42,1,145,146,1347
Delhi UT,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,7,7,7,0,0,0,0,0,0,2,0,2,1,3,4,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Delhi UT,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2
Delhi UT,3.5 - Kidnapping & Abduction of Women-Other,2014,124,0,294,294,313,0,0,0,14,37,0,13,11,24,28,103,315,78,24,0,0,102,0,17,0,6,6,0,11,11,85
Delhi UT,4 - Dowry Deaths (Section 304-B IPC),2014,70,3,150,153,153,0,0,0,0,0,0,95,51,146,2,148,75,693,146,0,0,839,1,70,0,27,27,4,39,43,768
Delhi UT,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1099,45,4277,4322,4330,0,0,0,10,24,0,1606,816,2422,256,2712,2709,5262,2422,4,17,7663,27,948,83,292,375,85,488,573,6688
Delhi UT,5.1 - Sexual Harassment,2014,141,4,1182,1186,1186,0,0,0,3,11,0,456,144,600,136,750,577,1055,600,2,16,1637,6,132,17,47,64,22,46,68,1499
Delhi UT,5.2 - Assault on women with intent to Disrobe,2014,36,4,375,379,379,0,0,0,0,3,0,130,35,165,1,169,246,98,165,0,0,263,2,31,7,5,12,5,14,19,230
Delhi UT,5.3 - Voyeurism,2014,22,3,31,34,34,0,0,0,0,0,0,16,8,24,0,24,32,21,24,0,0,45,1,3,1,0,1,1,1,2,41
Delhi UT,5.4 - Stalking,2014,63,0,541,541,541,0,0,0,0,2,0,210,54,264,9,275,329,86,264,0,0,350,2,53,14,10,24,17,12,29,295
Delhi UT,5.5 - Others,2014,837,34,2148,2182,2190,0,0,0,7,8,0,794,575,1369,110,1494,1525,4002,1369,2,1,5368,16,729,44,230,274,40,415,455,4623
Delhi UT,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,247,3,1358,1361,1364,0,0,1,2,3,0,486,148,634,63,702,905,1111,634,0,12,1733,9,318,29,97,126,60,132,192,1406
Delhi UT,6.1 - At Office premises,2014,2,0,11,11,11,0,0,0,0,0,0,3,4,7,1,8,5,32,7,0,0,39,0,2,0,2,2,0,0,0,37
Delhi UT,6.2 - Other places related to work,2014,7,0,25,25,25,0,0,0,0,2,0,7,2,9,1,12,20,28,9,0,0,37,0,4,0,2,2,0,2,2,33
Delhi UT,6.3 - In Public Transport system,2014,4,0,8,8,8,0,0,0,0,0,0,4,4,8,2,10,2,6,8,0,0,14,2,4,0,1,1,0,3,3,8
Delhi UT,6.4 - in Other Places,2014,234,3,1314,1317,1320,0,0,1,2,1,0,472,138,610,59,672,878,1045,610,0,12,1643,7,308,29,92,121,60,127,187,1328
Delhi UT,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3688,19,3154,3173,3173,0,0,0,61,13,0,157,783,940,66,1080,5781,5065,940,18,16,5971,91,790,7,139,146,1,643,644,5090
Delhi UT,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,9 - Abetment of Suicides of Women u/s 306 IPC,2014,5,1,27,28,28,0,0,0,0,0,0,4,1,5,0,5,28,13,5,0,0,18,0,0,0,0,0,0,0,0,18
Delhi UT,"10 - Dowry Prohibition Act, 1961",2014,19,0,13,13,13,0,0,0,0,2,0,2,6,8,3,13,19,62,8,0,0,70,0,3,0,0,0,0,3,3,67
Delhi UT,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,7,7,7,0,0,0,0,0,0,2,0,2,0,2,5,0,2,0,0,2,0,1,0,1,1,0,0,0,1
Delhi UT,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,10,0,8,8,13,0,0,0,0,0,0,3,9,12,0,12,6,191,12,0,0,203,0,22,0,11,11,0,11,11,181
Delhi UT,14.1 - Under ITP Section 5,2014,4,0,6,6,11,0,0,0,0,0,0,3,4,7,0,7,3,68,7,0,0,75,0,4,0,2,2,0,2,2,71
Delhi UT,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,14.4 - Under ITP Section 8,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,51,0,6,0,0,0,0,6,6,45
Delhi UT,14.5 - Other Sections under ITP Act,2014,6,0,1,1,1,0,0,0,0,0,0,0,5,5,0,5,2,72,5,0,0,77,0,12,0,9,9,0,3,3,65
Delhi UT,15 - Total Crimes against Women,2014,7587,107,15158,15265,15480,0,0,20,582,709,0,3878,2517,6395,1169,8855,13977,16667,6395,22,45,22995,130,3140,139,866,1005,200,1935,2135,19725
Lakshadweep,1 - Rape (Section 376 IPC),2014,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Lakshadweep,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,1.2 - Rape other than Custodial,2014,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Lakshadweep,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,1.2.2 - Rape_Others,2014,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Lakshadweep,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1,0,1,1,2,0,0,0,0,0,0,1,1,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Lakshadweep,5.1 - Sexual Harassment,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5.2 - Assault on women with intent to Disrobe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5.4 - Stalking,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,5.5 - Others,2014,1,0,1,1,2,0,0,0,0,0,0,1,1,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Lakshadweep,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,6.4 - in Other Places,2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,7 - Cruelty by Husband or his Relatives (Section 498A),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Lakshadweep,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,15 - Total Crimes against Women,2014,3,0,4,4,5,0,0,0,0,0,0,2,1,3,0,3,4,1,3,0,0,4,0,0,0,0,0,0,0,0,4
Puducherry,1 - Rape (Section 376 IPC),2014,6,1,9,10,10,0,0,1,0,0,0,4,3,7,0,7,8,12,7,0,0,19,0,2,0,0,0,1,1,2,17
Puducherry,1.1 - Custodial Rape,2014,3,1,0,1,1,0,0,0,0,0,0,1,3,4,0,4,0,6,4,0,0,10,0,1,0,0,0,0,1,1,9
Puducherry,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,1.1.2 - Custodial_Other Rape,2014,3,1,0,1,1,0,0,0,0,0,0,1,3,4,0,4,0,6,4,0,0,10,0,1,0,0,0,0,1,1,9
Puducherry,1.2 - Rape other than Custodial,2014,3,0,9,9,9,0,0,1,0,0,0,3,0,3,0,3,8,6,3,0,0,9,0,1,0,0,0,1,0,1,8
Puducherry,1.2.1 - Rape_Gang Rape,2014,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,1.2.2 - Rape_Others,2014,3,0,8,8,8,0,0,0,0,0,0,3,0,3,0,3,8,6,3,0,0,9,0,1,0,0,0,1,0,1,8
Puducherry,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,0,0,7,7,7,0,0,0,2,1,0,2,0,2,0,5,2,7,2,0,0,9,0,0,0,0,0,0,0,0,9
Puducherry,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,4,4,4,0,0,0,0,1,0,1,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,7,1,0,0,8,0,0,0,0,0,0,0,0,8
Puducherry,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3
Puducherry,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,10,1,31,32,33,0,0,0,0,2,0,26,1,27,1,30,12,69,27,0,0,96,0,5,0,0,0,0,5,5,91
Puducherry,5.1 - Sexual Harassment,2014,3,0,12,12,12,0,0,0,0,1,0,9,1,10,1,12,3,15,10,0,0,25,0,0,0,0,0,0,0,0,25
Puducherry,5.2 - Assault on women with intent to Disrobe,2014,7,0,6,6,6,0,0,0,0,0,0,5,0,5,0,5,8,1,5,0,0,6,0,0,0,0,0,0,0,0,6
Puducherry,5.3 - Voyeurism,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,5.4 - Stalking,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,5.5 - Others,2014,0,1,11,12,13,0,0,0,0,1,0,10,0,10,0,11,1,53,10,0,0,63,0,5,0,0,0,0,5,5,58
Puducherry,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,3,0,8,8,12,0,0,0,0,0,0,5,2,7,1,8,3,15,7,0,0,22,0,1,0,1,1,0,0,0,21
Puducherry,6.1 - At Office premises,2014,0,0,1,1,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,6.2 - Other places related to work,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,1,0,1,1,0,0,0,1
Puducherry,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,6.4 - in Other Places,2014,3,0,5,5,6,0,0,0,0,0,0,2,2,4,1,5,3,14,4,0,0,18,0,0,0,0,0,0,0,0,18
Puducherry,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3,0,4,4,4,0,0,0,0,0,0,1,3,4,0,4,3,4,4,0,0,8,0,0,0,0,0,0,0,0,8
Puducherry,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"10 - Dowry Prohibition Act, 1961",2014,3,2,12,14,14,0,0,0,0,0,0,7,2,9,0,9,8,2,9,0,0,11,0,0,0,0,0,0,0,0,11
Puducherry,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,14.2 - Under ITP Section 6,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Puducherry,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,15 - Total Crimes against Women,2014,25,4,73,77,82,0,0,1,2,3,0,46,11,57,2,64,37,112,57,0,0,169,0,8,0,1,1,1,6,7,161
Total (States),1 - Rape (Section 376 IPC),2014,14519,2435,32095,34530,34764,9,1,139,2528,745,19,21441,7467,28908,1401,33601,15299,91515,28908,3,40,120380,251,16807,844,3817,4661,2011,10135,12146,103322
Total (States),1.1 - Custodial Rape,2014,0,4,192,196,196,0,0,0,3,8,0,154,0,154,8,173,23,11,154,0,0,165,0,4,0,3,3,0,1,1,161
Total (States),1.1.1 - Custodial_Gang Rape,2014,0,0,7,7,7,0,0,0,1,0,0,5,0,5,0,6,1,1,5,0,0,6,0,1,0,1,1,0,0,0,5
Total (States),1.1.2 - Custodial_Other Rape,2014,0,4,185,189,189,0,0,0,2,8,0,149,0,149,8,167,22,10,149,0,0,159,0,3,0,2,2,0,1,1,156
Total (States),1.2 - Rape other than Custodial,2014,14519,2431,31903,34334,34568,9,1,139,2520,737,24,21287,7467,28754,1393,33428,15276,91504,28754,3,40,120215,251,16803,844,3814,4658,2011,10134,12145,103161
Total (States),1.2.1 - Rape_Gang Rape,2014,204,151,2046,2197,2212,0,0,4,298,118,0,1291,146,1437,58,1911,486,1108,1437,0,0,2545,4,325,22,97,119,60,146,206,2216
Total (States),1.2.2 - Rape_Others,2014,14315,2280,29857,32137,32356,9,1,135,2227,619,19,19996,7321,27317,1335,31517,14790,90396,27317,3,40,117670,247,16478,822,3717,4539,1951,9988,11939,100945
Total (States),2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,423,776,3382,4158,4158,0,0,1,323,71,14,2306,408,2714,175,3297,1283,2009,2714,0,1,4722,29,1004,57,86,143,149,712,861,3689
